PMID, FirstName, LastName, Rank, Gender 
17237073,Robert D., Finn, 1, male
17237073,James W., Stalker, 2, both
17237073,David K., Jackson, 3, male
17237073,Eugene, Kulesha, 4, male
17237073,Jody, Clements, 5, both
17237073,Roger, Pettett, 6, male
18567917,Aleksandr, Morgulis, 1, UNKNOWN
18567917,George, Coulouris, 2, male
18567917,Yan, Raytselis, 3, UNKNOWN
18567917,Thomas L., Madden, 4, male
18567917,Richa, Agarwala, 5, UNKNOWN
18567917,Alejandro A., Schäffer, 6, male
18558620,Lee A., Newberg, 1, both
18562273,Daniel J., Rigden, 1, male
18562273,Michael Y., Galperin, 2, male
18593718,Olivier, Filangi, 1, UNKNOWN
18593718,Yoann, Beausse, 2, UNKNOWN
18593718,Anthony, Assi, 3, male
18593718,Ludovic, Legrand, 4, UNKNOWN
18593718,Jean-Marc, Larré, 5, UNKNOWN
18593718,Véronique, Martin, 6, UNKNOWN
18593718,Olivier, Collin, 7, UNKNOWN
18593718,Christophe, Caron, 8, male
18593718,Hugues, Leroy, 9, UNKNOWN
18593718,David, Allouche, 10, male
18573796,Shuo, Jiao, 1, UNKNOWN
18573796,Shunpu, Zhang, 2, UNKNOWN
18535085,R., Schachtner, 1, UNKNOWN
18535085,D., Lutter, 2, UNKNOWN
18535085,P., Knollmüller, 3, UNKNOWN
18535085,A. M., Tomé, 4, UNKNOWN
18535085,F. J., Theis, 5, UNKNOWN
18535085,G., Schmitz, 6, UNKNOWN
18535085,M., Stetter, 7, UNKNOWN
18535085,P. Gómez, Vilda, 8, UNKNOWN
18535085,E. W., Lang, 9, UNKNOWN
18573797,E., Purdom, 1, UNKNOWN
18573797,K. M., Simpson, 2, UNKNOWN
18573797,M. D., Robinson, 3, UNKNOWN
18573797,J. G., Conboy, 4, UNKNOWN
18573797,A. V., Lapuk, 5, UNKNOWN
18573797,T.P., Speed, 6, UNKNOWN
18599518,Anthony P., Fejes, 1, male
18599518,Gordon, Robertson, 2, male
18599518,Mikhail, Bilenky, 3, male
18599518,Richard, Varhol, 4, male
18599518,Matthew, Bainbridge, 5, male
18599518,Steven J. M., Jones, 6, male
18596077,Yiqun, Cao, 1, UNKNOWN
18596077,Anna, Charisi, 2, female
18596077,Li-Chang, Cheng, 3, UNKNOWN
18596077,Tao, Jiang, 4, UNKNOWN
18596077,Thomas, Girke, 5, male
18556668,Johannes, Goll, 1, UNKNOWN
18556668,Seesandra V., Rajagopala, 2, UNKNOWN
18556668,Shen C., Shiau, 3, UNKNOWN
18556668,Hank, Wu, 4, male
18556668,Brian T., Lamb, 5, male
18556668,Peter, Uetz, 6, male
18952627,Jason R., Miller, 1, male
18952627,Arthur L., Delcher, 2, male
18952627,Sergey, Koren, 3, UNKNOWN
18952627,Eli, Venter, 4, male
18952627,Brian P., Walenz, 5, male
18952627,Anushka, Brownley, 6, UNKNOWN
18952627,Justin, Johnson, 7, male
18952627,Kelvin, Li, 8, male
18952627,Clark, Mobarry, 9, male
18952627,Granger, Sutton, 10, UNKNOWN
18940824,Anke, Busch, 1, UNKNOWN
18940824,Andreas S., Richter, 2, male
18940824,Rolf, Backofen, 3, male
18940828,Thanh Hai, Dang, 1, UNKNOWN
18940828,Koenraad, Van Leemput, 2, UNKNOWN
18940828,Alain, Verschoren, 3, male
18940828,Kris, Laukens, 4, male
18940825,Andrew J., Bordner, 1, male
18984598,Karen, Kapur, 1, female
18984598,Hui, Jiang, 2, UNKNOWN
18984598,Yi, Xing, 3, UNKNOWN
18984598,Wing Hung, Wong, 4, male
18974172,Bärbel, Finkenstädt, 1, UNKNOWN
18974172,Elizabeth A., Heron, 2, female
18974172,Michal, Komorowski, 3, male
18974172,Kieron, Edwards, 4, UNKNOWN
18974172,Sanyi, Tang, 5, UNKNOWN
18974172,Claire V., Harper, 6, female
18974172,Julian R. E., Davis, 7, male
18974172,Michael R. H., White, 8, male
18974172,Andrew J., Millar, 9, male
18974172,David A., Rand, 10, male
18953044,J. M., Cairns, 1, UNKNOWN
18953044,M. J., Dunning, 2, UNKNOWN
18953044,M. E., Ritchie, 3, UNKNOWN
18953044,R., Russell, 4, UNKNOWN
18953044,A. G., Lynch, 5, UNKNOWN
18974167,Jun, Kong, 1, UNKNOWN
18974167,Fei, Zhu, 2, UNKNOWN
18974167,Jim, Stalker, 3, male
18974167,David J., Adams, 4, male
18953045,Jeffrey C., Oliver, 1, male
18922806,Nigel, Collier, 1, male
18922806,Son, Doan, 2, male
18922806,Ai, Kawazoe, 3, UNKNOWN
18922806,Reiko Matsuda, Goodwin, 4, UNKNOWN
18922806,Mike, Conway, 5, male
18922806,Yoshio, Tateno, 6, male
18922806,Quoc-Hung, Ngo, 7, UNKNOWN
18922806,Dinh, Dien, 8, UNKNOWN
18922806,Asanee, Kawtrakul, 9, UNKNOWN
18922806,Koichi, Takeuchi, 10, UNKNOWN
18922806,Mika, Shigematsu, 11, UNKNOWN
18922806,Kiyosu, Taniguchi, 12, UNKNOWN
18845581,Tim, Carver, 1, male
18845581,Matthew, Berriman, 2, male
18845581,Adrian, Tivey, 3, male
18845581,Chinmay, Patel, 4, UNKNOWN
18845581,Ulrike, Böhme, 5, UNKNOWN
18845581,Barclay G., Barrell, 6, UNKNOWN
18845581,Julian, Parkhill, 7, male
18845581,Marie-Adèle, Rajandream, 8, UNKNOWN
18852176,Lucie N., Hutchins, 1, female
18852176,Sean M., Murphy, 2, male
18852176,Priyam, Singh, 3, UNKNOWN
18852176,Joel H., Graber, 4, male
18842597,Jean-Marie, Cornuet, 1, UNKNOWN
18842597,Filipe, Santos, 2, UNKNOWN
18842597,Mark A., Beaumont, 3, male
18842597,Christian P., Robert, 4, male
18842597,Jean-Michel, Marin, 5, UNKNOWN
18842597,David J., Balding, 6, male
18842597,Thomas, Guillemaud, 7, male
18842597,Arnaud, Estoup, 8, UNKNOWN
18842598,Brian D., Ondov, 1, male
18842598,Anjana, Varadarajan, 2, UNKNOWN
18842598,Karla D., Passalacqua, 3, female
18842598,Nicholas H., Bergman, 4, male
18849569,Thorhildur, Juliusdottir, 1, UNKNOWN
18849569,Fredrik, Pettersson, 2, UNKNOWN
18849569,Richard R., Copley, 3, male
18818215,L., Holm, 1, UNKNOWN
18818215,S., Kääriäinen, 2, UNKNOWN
18818215,P., Rosenström, 3, UNKNOWN
18818215,A., Schenkel, 4, UNKNOWN
18930952,John T., Prince, 1, both
18930952,Edward M., Marcotte, 2, male
18842599,Yuelin, Zhu, 1, UNKNOWN
18842599,Sean, Davis, 2, male
18842599,Robert, Stephens, 3, male
18842599,Paul S., Meltzer, 4, male
18842599,Yidong, Chen, 5, UNKNOWN
18842600,Geoffrey L., Winsor, 1, male
18842600,Bhavjinder, Khaira, 2, UNKNOWN
18842600,Thea, Van Rossum, 3, female
18842600,Raymond, Lo, 4, male
18842600,Matthew D., Whiteside, 5, male
18842600,Fiona S. L., Brinkman, 6, female
18025002,Hanchuan, Peng, 1, UNKNOWN
18025002,Fuhui, Long, 2, UNKNOWN
18025002,Xiao, Liu, 3, UNKNOWN
18025002,Stuart K., Kim, 4, male
18025002,Eugene W., Myers, 5, male
18511466,Christopher S., Miller, 1, male
18511466,David, Eisenberg, 2, male
18499695,Sophia S. F., Lee, 1, female
18499695,Lei, Sun, 2, UNKNOWN
18499695,Rafal, Kustra, 3, UNKNOWN
18499695,Shelley B., Bull, 4, female
18492685,Mamoru, Kato, 1, UNKNOWN
18492685,Yusuke, Nakamura, 2, UNKNOWN
18492685,Tatsuhiko, Tsunoda, 3, UNKNOWN
18450811,John A., Capra, 1, both
18450811,Mona, Singh, 2, female
18477576,Gabriel, Cardona, 1, male
18477576,Mercè, Llabrés, 2, UNKNOWN
18477576,Francesc, Rosselló, 3, UNKNOWN
18477576,Gabriel, Valiente, 4, male
18467347,Makio, Tamura, 1, UNKNOWN
18467347,Patrik, D'haeseleer, 2, UNKNOWN
18467344,Kay, Prüfer, 1, female
18467344,Udo, Stenzel, 2, UNKNOWN
18467344,Michael, Dannemann, 3, male
18467344,Richard E., Green, 4, male
18467344,Michael, Lachmann, 5, male
18467344,Janet, Kelso, 6, female
18487242,Anne-Laure, Abraham, 1, UNKNOWN
18487242,Eduardo P. C., Rocha, 2, male
18487242,Joël, Pothier, 3, UNKNOWN
18474506,Miklós, Csrös, 1, UNKNOWN
18480101,Scott, Hazelhurst, 1, male
18480101,Winston, Hide, 2, male
18480101,Zsuzsanna, Lipták, 3, UNKNOWN
18480101,Ramon, Nogueira, 4, male
18480101,Richard, Starfield, 5, male
18499696,Curtis, Huttenhower, 1, male
18499696,Mark, Schroeder, 2, male
18499696,Maria D, Chikina, 3, female
18499696,Olga G., Troyanskaya, 4, female
18689809,Alfonso, Valencia, 1, male
18689809,Ildefonso, Cases, 2, UNKNOWN
18586702,Minzhu, Xie, 1, UNKNOWN
18586702,Jianxin, Wang, 2, UNKNOWN
18586702,Jianer, Chen, 3, UNKNOWN
18586703,Yu, Lin, 1, UNKNOWN
18586703,Bernard M.E., Moret, 2, male
18586704,C., Than, 1, UNKNOWN
18586704,R., Sugino, 2, UNKNOWN
18586704,H., Innan, 3, UNKNOWN
18586704,L., Nakhleh, 4, UNKNOWN
18586705,Mukul S., Bansal, 1, UNKNOWN
18586705,Oliver, Eulenstein, 2, male
18586706,Moran, Yassour, 1, UNKNOWN
18586706,Tommy, Kaplan, 2, male
18586706,Ariel, Jaimovich, 3, male
18586706,Nir, Friedman, 4, UNKNOWN
18586707,Tien-ho, Lin, 1, UNKNOWN
18586707,Naftali, Kaminski, 2, UNKNOWN
18586707,Ziv, Bar-Joseph, 3, UNKNOWN
18586708,Aleksandar, Stojmirovi, 1, UNKNOWN
18586708,E. Michael, Gertz, 2, UNKNOWN
18586708,Stephen F., Altschul, 3, male
18586708,Yi-Kuo, Yu, 4, UNKNOWN
18586709,Ivan G., Costa, 1, male
18586709,Stefan, Roepcke, 2, male
18586709,Christoph, Hafemeister, 3, UNKNOWN
18586709,Alexander, Schliep, 4, male
18586710,Lucas D., Ward, 1, male
18586710,Harmen J., Bussemaker, 2, UNKNOWN
18586711,T.A., Knijnenburg, 1, UNKNOWN
18586711,L.F.A., Wessels, 2, UNKNOWN
18586711,M.J.T., Reinders, 3, UNKNOWN
18586712,Shuai Cheng, Li, 1, UNKNOWN
18586712,Dongbo, Bu, 2, UNKNOWN
18586712,Xin, Gao, 3, UNKNOWN
18586712,Jinbo, Xu, 4, UNKNOWN
18586712,Ming, Li, 5, UNKNOWN
18586713,Ludovica, Montanucci, 1, UNKNOWN
18586713,Piero, Fariselli, 2, UNKNOWN
18586713,Pier Luigi, Martelli, 3, UNKNOWN
18586713,Rita, Casadio, 4, female
18586714,Ivelin, Georgiev, 1, UNKNOWN
18586714,Daniel, Keedy, 2, male
18586714,Jane S., Richardson, 3, female
18586714,David C., Richardson, 4, male
18586714,Bruce R., Donald, 5, male
18586716,Fei, Xiong, 1, UNKNOWN
18586716,Gopal, Pandurangan, 2, UNKNOWN
18586716,Chris, Bailey-Kellogg, 3, male
18586717,Menachem, Fromer, 1, male
18586717,Chen, Yanover, 2, UNKNOWN
18586718,Marcus T., Dittrich, 1, male
18586718,Gunnar W., Klau, 2, male
18586718,Andreas, Rosenwald, 3, male
18586718,Thomas, Dandekar, 4, male
18586718,Tobias, Müller, 5, male
18586719,Yoshihiro, Yamanishi, 1, UNKNOWN
18586719,Michihiro, Araki, 2, UNKNOWN
18586719,Alex, Gutteridge, 3, male
18586719,Wataru, Honda, 4, UNKNOWN
18586719,Minoru, Kanehisa, 5, male
18586720,Thomas, Abeel, 1, male
18586720,Yvan, Saeys, 2, UNKNOWN
18586720,Pierre, Rouzé, 3, male
18586720,Yves, Van de Peer, 4, UNKNOWN
18586721,Noga, Alon, 1, UNKNOWN
18586721,Phuong, Dao, 2, UNKNOWN
18586721,Iman, Hajirasouliha, 3, UNKNOWN
18586721,Fereydoun, Hormozdiari, 4, UNKNOWN
18586721,S. Cenk, Sahinalp, 5, UNKNOWN
18586722,Yanjun, Qi, 1, UNKNOWN
18586722,Fernanda, Balem, 2, female
18586722,Christos, Faloutsos, 3, UNKNOWN
18586722,Judith, Klein-Seetharaman, 4, female
18586722,Ziv, Bar-Joseph, 5, UNKNOWN
18586723,Thomas J., Lee, 1, male
18586723,Ian, Paulsen, 2, male
18586723,Peter, Karp, 3, male
18586724,Roman, Klinger, 1, male
18586724,Corinna, Koláik, 2, female
18586724,Juliane, Fluck, 3, UNKNOWN
18586724,Martin, Hofmann-Apitius, 4, male
18586724,Christoph M., Friedrich, 5, UNKNOWN
18586725,Arzucan, Özgür, 1, UNKNOWN
18586725,Thuy, Vu, 2, UNKNOWN
18586725,Güne, Erkan, 3, UNKNOWN
18586725,Dragomir R., Radev, 4, UNKNOWN
18586726,Chun-Nan, Hsu, 1, UNKNOWN
18586726,Yu-Ming, Chang, 2, UNKNOWN
18586726,Cheng-Ju, Kuo, 3, UNKNOWN
18586726,Yu-Shi, Lin, 4, UNKNOWN
18586726,Han-Shen, Huang, 5, UNKNOWN
18586726,I-Fang, Chung, 6, UNKNOWN
18586727,Larisa N., Soldatova, 1, UNKNOWN
18586727,Wayne, Aubrey, 2, male
18586727,Ross D., King, 3, male
18586727,Amanda, Clare, 4, female
18586728,Kenneth, McLeod, 1, male
18586728,Albert, Burger, 2, male
18586729,Stefan, Schulz, 1, male
18586729,Holger, Stenzhorn, 2, UNKNOWN
18586729,Martin, Boeker, 3, male
18586730,Iman, Hajirasouliha, 1, UNKNOWN
18586730,Fereydoun, Hormozdiari, 2, UNKNOWN
18586730,S. Cenk, Sahinalp, 3, UNKNOWN
18586730,Inanc, Birol, 4, UNKNOWN
18586731,Frédéric, Lemoine, 1, UNKNOWN
18586731,Bernard, Labedan, 2, male
18586731,Christine, Froidevaux, 3, female
18586732,C., Huttenhower, 1, UNKNOWN
18586732,O.G., Troyanskaya, 2, UNKNOWN
18586733,Sean, McIlwain, 1, male
18586733,David, Page, 2, male
18586733,Edward L., Huttlin, 3, male
18586733,Michael R., Sussman, 4, male
18586734,Aaron A., Klammer, 1, male
18586734,Sheila M., Reynolds, 2, female
18586734,Jeff A., Bilmes, 3, male
18586734,Michael J., MacCoss, 4, male
18586734,William Stafford, Noble, 5, male
18586735,Pierre, Baldi, 1, male
18586735,Ryan W., Benz, 2, male
18586736,Yiqun, Cao, 1, UNKNOWN
18586736,Tao, Jiang, 2, UNKNOWN
18586736,Thomas, Girke, 3, male
18586737,Franck, Rapaport, 1, UNKNOWN
18586737,Emmanuel, Barillot, 2, male
18586737,Jean-Philippe, Vert, 3, UNKNOWN
18586738,Ashley, Vaughan, 1, male
18586738,Sum-Ying, Chiu, 2, UNKNOWN
18586738,Gowthaman, Ramasamy, 3, UNKNOWN
18586738,Ling, Li, 4, UNKNOWN
18586738,Malcolm J., Gardner, 5, male
18586738,Alice S., Tarun, 6, female
18586738,Stefan H.I., Kappe, 7, male
18586738,Xinxia, Peng, 8, UNKNOWN
18586739,Joshua W.K., Ho, 1, male
18586739,Maurizio, Stefani, 2, UNKNOWN
18586739,Cristobal G., dos Remedios, 3, male
18586739,Michael A., Charleston, 4, male
18586740,Michal, Rosen-Zvi, 1, male
18586740,Andre, Altmann, 2, male
18586740,Mattia, Prosperi, 3, UNKNOWN
18586740,Ehud, Aharoni, 4, UNKNOWN
18586740,Hani, Neuvirth, 5, UNKNOWN
18586740,Anders, Sönnerborg, 6, male
18586740,Eugen, Schülter, 7, UNKNOWN
18586740,Daniel, Struck, 8, male
18586740,Yardena, Peres, 9, UNKNOWN
18586740,Francesca, Incardona, 10, female
18586740,Rolf, Kaiser, 11, male
18586740,Maurizio, Zazzi, 12, UNKNOWN
18586740,Thomas, Lengauer, 13, male
18586741,Yuan, Wang, 1, UNKNOWN
18586741,Xiaobo, Zhou, 2, UNKNOWN
18586741,Honghui, Wang, 3, UNKNOWN
18586741,King, Li, 4, male
18586741,Lixiu, Yao, 5, UNKNOWN
18586741,Stephen T.C., Wong, 6, male
18586742,Yaniv, Loewenstein, 1, UNKNOWN
18586742,Elon, Portugaly, 2, male
18586742,Menachem, Fromer, 3, male
18586742,Michal, Linial, 4, male
18785330,Nuno, Bandeira, 1, UNKNOWN
18785330,Jesper V., Olsen, 2, UNKNOWN
18785330,Matthias, Mann, 3, male
18785330,Pavel A., Pevzner, 4, UNKNOWN
18586744,Yunpen, Xu, 1, UNKNOWN
18586744,Xuefeng, Zhou, 2, UNKNOWN
18586744,Weixiong, Zhang, 3, UNKNOWN
18586745,Seunghak, Lee, 1, UNKNOWN
18586745,Elango, Cheran, 2, UNKNOWN
18586745,Michael, Brudno, 3, male
18586746,Sören, Sonnenburg, 1, UNKNOWN
18586746,Alexander, Zien, 2, male
18586746,Petra, Philips, 3, female
18586746,Gunnar, Rätsch, 4, male
18586747,Chuong B., Do, 1, UNKNOWN
18586747,Chuan-Sheng, Foo, 2, UNKNOWN
18586747,Serafim, Batzoglou, 3, UNKNOWN
18586748,Simon, Wong, 1, male
18586748,Mark A., Ragan, 2, male
18586749,Jun, Liu, 1, UNKNOWN
18586749,Sanjay, Ranka, 2, UNKNOWN
18586749,Tamer, Kahveci, 3, UNKNOWN
18586750,Chunfang, Zheng, 1, UNKNOWN
18586750,Qian, Zhu, 2, UNKNOWN
18586750,Zaky, Adam, 3, UNKNOWN
18586750,David, Sankoff, 4, male
18463117,Michael, Bada, 1, male
18463117,Lawrence, Hunter, 2, male
18445605,Maital, Ashkenazi, 1, UNKNOWN
18445605,Gary D., Bader, 2, male
18445605,Allan, Kuchinsky, 3, male
18445605,Menachem, Moshelion, 4, male
18445605,David J., States, 5, male
18434342,Gábor E., Tusnády, 1, UNKNOWN
18434342,Lajos, Kalmár, 2, UNKNOWN
18434342,Hédi, Hegyi, 3, UNKNOWN
18434342,Péter, Tompa, 4, UNKNOWN
18434342,István, Simon, 5, UNKNOWN
18430742,Lixiao, Wang, 1, UNKNOWN
18430742,Uwe H., Sauer, 2, UNKNOWN
18400773,Jung-jae, Kim, 1, UNKNOWN
18400773,Piotr, Pzik, 2, UNKNOWN
18400773,Dietrich, Rebholz-Schuhmann, 3, UNKNOWN
18356192,Niranjan, Nagarajan, 1, UNKNOWN
18356192,Timothy D., Read, 2, male
18356192,Mihai, Pop, 3, UNKNOWN
18375964,Ying, Liu, 1, UNKNOWN
18375964,Eran, Eyal, 2, UNKNOWN
18375964,Ivet, Bahar, 3, UNKNOWN
18397894,Pawel, Szczesny, 1, UNKNOWN
18397894,Andrei, Lupas, 2, UNKNOWN
18378525,Naoaki, Ono, 1, UNKNOWN
18378525,Shingo, Suzuki, 2, UNKNOWN
18378525,Chikara, Furusawa, 3, UNKNOWN
18378525,Tomoharu, Agata, 4, UNKNOWN
18378525,Akiko, Kashiwagi, 5, UNKNOWN
18378525,Hiroshi, Shimizu, 6, male
18378525,Tetsuya, Yomo, 7, UNKNOWN
18388142,Janosch, Hennig, 1, UNKNOWN
18388142,Klaus D. M., Hennig, 2, UNKNOWN
18388142,Maria, Sunnerhagen, 3, female
18400774,Sushmita, Roy, 1, UNKNOWN
18400774,Margaret, Werner-Washburne, 2, female
18400774,Terran, Lane, 3, UNKNOWN
18829707,Ta-tsen, Soong, 1, UNKNOWN
18829707,Kazimierz O., Wrzeszczynski, 2, UNKNOWN
18829707,Burkhard, Rost, 3, UNKNOWN
18845584,Martin, Madera, 1, male
18227117,Holger, Fröhlich, 1, UNKNOWN
18227117,Mark, Fellmann, 2, male
18227117,Holger, Sültmann, 3, UNKNOWN
18227117,Annemarie, Poustka, 4, female
18227117,Tim, Beissbarth, 5, male
18723522,Robson Francisco, de Souza, 1, UNKNOWN
18723522,Vivek, Anantharaman, 2, UNKNOWN
18723522,Sandro José, de Souza, 3, UNKNOWN
18723522,L., Aravind, 4, UNKNOWN
18723522,Frederico J., Gueiros-Filho, 5, UNKNOWN
18776193,Sriram, Sankararaman, 1, UNKNOWN
18776193,Kimmen, Sjölander, 2, UNKNOWN
18757874,Mirabela, Rusu, 1, UNKNOWN
18757874,Stefan, Birmanns, 2, male
18757874,Willy, Wriggers, 3, male
18779233,Zachary A., Szpiech, 1, male
18779233,Mattias, Jakobsson, 2, UNKNOWN
18779233,Noah A., Rosenberg, 3, male
18784118,Justin, Klekota, 1, male
18784118,Frederick P., Roth, 2, male
18606607,Darren, Kessner, 1, male
18606607,Matt, Chambers, 2, male
18606607,Robert, Burke, 3, male
18606607,David, Agus, 4, male
18606607,Parag, Mallick, 5, UNKNOWN
18784119,Alan P., Boyle, 1, male
18784119,Justin, Guinney, 2, male
18784119,Gregory E., Crawford, 3, male
18784119,Terrence S., Furey, 4, male
18776194,Denis C., Bauer, 1, male
18776194,Timothy L., Bailey, 2, male
18710874,Dorothea, Emig, 1, female
18710874,Melissa S., Cline, 2, female
18710874,Thomas, Lengauer, 3, male
18710874,Mario, Albrecht, 4, male
18779234,Tian, Xia, 1, UNKNOWN
18779234,Julie A., Dickerson, 2, female
18772154,Yoshimasa, Tsuruoka, 1, UNKNOWN
18772154,Jun'ichi, Tsujii, 2, UNKNOWN
18772154,Sophia, Ananiadou, 3, female
18776192,C. Nelson, Hayes, 1, UNKNOWN
18776192,Diego, Diez, 2, male
18776192,Nicolas, Joannin, 3, male
18776192,Wataru, Honda, 4, UNKNOWN
18776192,Minoru, Kanehisa, 5, male
18776192,Mats, Wahlgren, 6, UNKNOWN
18776192,Craig E., Wheelock, 7, male
18776192,Susumu, Goto, 8, UNKNOWN
18703587,Antonina, Andreeva, 1, female
18703587,Henning, Tidow, 2, UNKNOWN
18718942,François, Fauteux, 1, UNKNOWN
18718942,Mathieu, Blanchette, 2, UNKNOWN
18718942,Martina V., Strömvik, 3, female
18710876,Vinay, Pulim, 1, UNKNOWN
18710876,Bonnie, Berger, 2, female
18710876,Jadwiga, Bienkowska, 3, UNKNOWN
18723523,Ryan M., Bannen, 1, male
18723523,Vanitha, Suresh, 2, UNKNOWN
18723523,George N., Phillips, 3, male
18723523,Stephen J., Wright, 4, male
18723523,Julie C., Mitchell, 5, female
18718947,Jasmina, Bogojeska, 1, UNKNOWN
18718947,Adrian, Alexa, 2, male
18718947,André, Altmann, 3, UNKNOWN
18718947,Thomas, Lengauer, 4, male
18718947,Jörg, Rahnenführer, 5, UNKNOWN
18757876,Yana, Bromberg, 1, UNKNOWN
18757876,Guy, Yachdav, 2, male
18757876,Burkhard, Rost, 3, UNKNOWN
18676972,Holger, Fröhlich, 1, UNKNOWN
18676972,Mark, Fellmann, 2, male
18676972,Holger, Sültmann, 3, UNKNOWN
18676972,Annemarie, Poustka, 4, female
18676972,Tim, Beißbarth, 5, male
18676415,Laurent, Jacob, 1, UNKNOWN
18676415,Jean-Philippe, Vert, 2, UNKNOWN
18635567,B., Haibe-Kains, 1, UNKNOWN
18635567,C., Desmedt, 2, UNKNOWN
18635567,C., Sotiriou, 3, UNKNOWN
18635567,G., Bontempi, 4, UNKNOWN
18697767,Gabriel F., Berriz, 1, male
18697767,Frederick P., Roth, 2, male
18678588,Dariusz, Przybylski, 1, UNKNOWN
18678588,Burkhard, Rost, 2, UNKNOWN
18617538,Ioanna, Tachmazidou, 1, UNKNOWN
18617538,Toby, Andrew, 2, male
18617538,Claudio J., Verzilli, 3, male
18617538,Michael R., Johnson, 4, male
18617538,Maria, De Iorio, 5, female
18614583,Thomas, Maiwald, 1, male
18614583,Jens, Timmer, 2, male
18718948,Hagit, Shatkay, 1, UNKNOWN
18718948,Fengxia, Pan, 2, UNKNOWN
18718948,Andrey, Rzhetsky, 3, UNKNOWN
18718948,W. John, Wilbur, 4, UNKNOWN
18689808,R. C. G., Holland, 1, UNKNOWN
18689808,T. A., Down, 2, UNKNOWN
18689808,M., Pocock, 3, UNKNOWN
18689808,A., Prli, 4, UNKNOWN
18689808,D., Huen, 5, UNKNOWN
18689808,K., James, 6, UNKNOWN
18689808,S., Foisy, 7, UNKNOWN
18689808,A., Dräger, 8, UNKNOWN
18689808,A., Yates, 9, UNKNOWN
18689808,M., Heuer, 10, UNKNOWN
18689808,M. J., Schreiber, 11, UNKNOWN
18653522,Ryan, Abo, 1, male
18653522,Stacey, Knight, 2, female
18653522,Jathine, Wong, 3, UNKNOWN
18653522,Angela, Cox, 4, female
18653522,Nicola J., Camp, 5, female
18635573,Torsten, Blum, 1, UNKNOWN
18635573,Oliver, Kohlbacher, 2, male
18678589,Robert, Kincaid, 1, male
18678589,Allan, Kuchinsky, 2, male
18678589,Michael, Creech, 3, male
18625611,Miguel, Pignatelli, 1, male
18625611,Gabriel, Aparicio, 2, male
18625611,Ignacio, Blanquer, 3, male
18625611,Vicente, Hernández, 4, male
18625611,Andrés, Moya, 5, UNKNOWN
18625611,Javier, Tamames, 6, male
18603566,Hanchuan, Peng, 1, UNKNOWN
18586698,Huai, Li, 1, UNKNOWN
18586698,Ming, Zhan, 2, UNKNOWN
18591192,Heng, Lian, 1, UNKNOWN
18591192,William A., Thompson, 2, male
18591192,Robert, Thurman, 3, male
18591192,John A., Stamatoyannopoulos, 4, both
18591192,William Stafford, Noble, 5, male
18591192,Charles E., Lawrence, 6, male
18614585,Abhishek, Garg, 1, UNKNOWN
18614585,Alessandro, Di Cara, 2, male
18614585,Ioannis, Xenarios, 3, UNKNOWN
18614585,Luis, Mendoza, 4, male
18614585,Giovanni, De Micheli, 5, male
18603567,Martin, Prokop, 1, male
18603567,Jan, Adam, 2, male
18603567,Zdenk, Kí, 3, UNKNOWN
18603567,Michaela, Wimmerová, 4, female
18603567,Jaroslav, Koa, 5, UNKNOWN
18628289,Tae-Min, Kim, 1, UNKNOWN
18628289,Seon-Hee, Yim, 2, UNKNOWN
18628289,Yong-Bok, Jeong, 3, UNKNOWN
18628289,Yu-Chae, Jung, 4, UNKNOWN
18628289,Yeun-Jun, Chung, 5, UNKNOWN
18625612,Jung-Wei, Fan, 1, UNKNOWN
18625612,Carol, Friedman, 2, female
19088121,Trevis M., Alleyne, 1, UNKNOWN
19088121,Lourdes, Peña-Castillo, 2, female
19088121,Gwenael, Badis, 3, UNKNOWN
19088121,Shaheynoor, Talukder, 4, UNKNOWN
19088121,Michael F., Berger, 5, male
19088121,Andrew R., Gehrke, 6, male
19088121,Anthony A., Philippakis, 7, male
19088121,Martha L., Bulyk, 8, female
19088121,Quaid D., Morris, 9, UNKNOWN
19088121,Timothy R., Hughes, 10, male
18974168,Runqing, Yang, 1, UNKNOWN
18974168,Xin, Wang, 2, UNKNOWN
18974168,Jian, Li, 3, UNKNOWN
18974168,Hongwen, Deng, 4, UNKNOWN
19237444,Richard, Bourgon, 1, male
19237444,Eugenio, Mancera, 2, male
19237444,Alessandro, Brozzi, 3, male
19237444,Lars M., Steinmetz, 4, male
19237444,Wolfgang, Huber, 5, UNKNOWN
18703588,Hang, Chang, 1, UNKNOWN
18703588,Rosa Anna, DeFilippis, 2, female
18703588,Thea D., Tlsty, 3, female
18703588,Bahram, Parvin, 4, UNKNOWN
19246510,Robert, Homann, 1, male
19246510,David, Fleer, 2, male
19246510,Robert, Giegerich, 3, male
19246510,Marc, Rehmsmeier, 4, male
19237449,Sebastian, Kelm, 1, male
19237449,Jiye, Shi, 2, UNKNOWN
19237449,Charlotte M., Deane, 3, female
19237447,Gabriela, Bindea, 1, female
19237447,Bernhard, Mlecnik, 2, male
19237447,Hubert, Hackl, 3, male
19237447,Pornpimol, Charoentong, 4, UNKNOWN
19237447,Marie, Tosolini, 5, female
19237447,Amos, Kirilovsky, 6, male
19237447,Wolf-Herman, Fridman, 7, UNKNOWN
19237447,Franck, Pagès, 8, UNKNOWN
19237447,Zlatko, Trajanoski, 9, UNKNOWN
19237447,Jérôme, Galon, 10, UNKNOWN
19237446,Ke-Shiuan, Lynn, 1, UNKNOWN
