PMID, FirstName, LastName, Rank, Gender 
17137515,Mark D, Wilkinson, 3, male
17081313,Virpi, Ahola, 1, UNKNOWN
17081313,Tero, Aittokallio, 2, UNKNOWN
17081313,Mauno, Vihinen, 3, UNKNOWN
17081313,Esa, Uusipaikka, 4, UNKNOWN
17083731,Rakesh, Kaundal, 1, UNKNOWN
17083731,Amar S, Kapoor, 2, UNKNOWN
17083731,Gajendra PS, Raghava, 3, UNKNOWN
17083740,Kazuhito, Shida, 1, UNKNOWN
17083742,Rodrigo, Malig, 1, male
17083742,Cristian, Varela, 2, male
17083742,Eduardo, Agosin, 3, male
17083742,Francisco, Melo, 4, male
17087821,Sylvain, Brohée, 1, UNKNOWN
17087821,Jacques, van Helden, 2, male
17087822,Tim F, Rayner, 1, male
17087822,Philippe, Rocca-Serra, 2, UNKNOWN
17087822,Paul T, Spellman, 3, male
17087822,Helen C, Causton, 4, female
17087822,Anna, Farne, 5, female
17087822,Ele, Holloway, 6, UNKNOWN
17087822,Rafael A, Irizarry, 7, male
17087822,Junmin, Liu, 8, UNKNOWN
17087822,Donald S, Maier, 9, male
17087822,Michael, Miller, 10, male
17087822,Kjell, Petersen, 11, UNKNOWN
17087822,John, Quackenbush, 12, both
17087822,Gavin, Sherlock, 13, male
17087822,Christian J, Stoeckert, 14, male
17087822,Joseph, White, 15, male
17087822,Patricia L, Whetzel, 16, female
17087822,Farrell, Wymore, 17, male
17087822,Helen, Parkinson, 18, female
17087822,Ugis, Sarkans, 19, UNKNOWN
17087822,Catherine A, Ball, 20, female
17087822,Alvis, Brazma, 21, male
17087823,Philipp N, Seibel, 1, UNKNOWN
17087823,Jan, Krüger, 2, male
17087823,Sven, Hartmeier, 3, UNKNOWN
17087823,Knut, Schwarzer, 4, UNKNOWN
17087823,Kai, Löwenthal, 5, male
17087823,Henning, Mersch, 6, UNKNOWN
17087823,Thomas, Dandekar, 7, male
17087823,Robert, Giegerich, 8, male
17090318,Zhengdeng, Lei, 1, UNKNOWN
17090318,Yang, Dai, 2, UNKNOWN
17090325,Yang, Jin, 1, UNKNOWN
17090325,Ryan T, McDonald, 2, male
17090325,Kevin, Lerman, 3, male
17090325,Mark A, Mandel, 4, male
17090325,Steven, Carroll, 5, male
17090325,Mark Y, Liberman, 6, male
17090325,Fernando C, Pereira, 7, male
17090325,Raymond S, Winters, 8, male
17090325,Peter S, White, 9, male
17090331,Na, Liu, 1, UNKNOWN
17090331,Tianming, Wang, 2, UNKNOWN
17094799,Anna, Lovrics, 1, female
17094799,Attila, Csikász-Nagy, 2, UNKNOWN
17094799,István Gy, Zsély, 3, UNKNOWN
17094799,Judit, Zádor, 4, UNKNOWN
17094799,Tamás, Turányi, 5, UNKNOWN
17094799,Béla, Novák, 6, UNKNOWN
17094801,Markus, Fischer, 1, male
17094801,Quan K, Thai, 2, UNKNOWN
17094801,Melanie, Grieb, 3, female
17094801,Jürgen, Pleiss, 4, UNKNOWN
17094804,Filip, Pattyn, 1, UNKNOWN
17094804,Jasmien, Hoebeeck, 2, UNKNOWN
17094804,Piet, Robbrecht, 3, UNKNOWN
17094804,Evi, Michels, 4, UNKNOWN
17094804,Anne, De Paepe, 5, female
17094804,Guy, Bottu, 6, male
17094804,David, Coornaert, 7, male
17094804,Robert, Herzog, 8, male
17094804,Frank, Speleman, 9, male
17094804,Jo, Vandesompele, 10, female
17032440,François, Chevenet, 1, UNKNOWN
17032440,Christine, Brun, 2, female
17032440,Anne-Laure, Bañuls, 3, UNKNOWN
17032440,Bernard, Jacq, 4, male
17032440,Richard, Christen, 5, male
17032441,William W, Cohen, 1, male
17032441,Einat, Minkov, 2, UNKNOWN
17032452,Paul M, Harrison, 1, male
17032455,Manju R, Mamtani, 1, UNKNOWN
17032455,Tushar P, Thakre, 2, UNKNOWN
17032455,Mrunal Y, Kalkonde, 3, UNKNOWN
17032455,Manik A, Amin, 4, UNKNOWN
17032455,Yogeshwar V, Kalkonde, 5, UNKNOWN
17032455,Amit P, Amin, 6, male
17032455,Hemant, Kulkarni, 7, UNKNOWN
17032457,Rachel SG, Sealfon, 1, female
17032457,Matthew A, Hibbs, 2, male
17032457,Curtis, Huttenhower, 3, male
17032457,Chad L, Myers, 4, male
17032457,Olga G, Troyanskaya, 5, female
17038163,Tim, Hulsen, 1, male
17038163,Jacob , de Vlieg, 2, male
17038163,Jack AM, Leunissen, 3, male
17038163,Peter MA, Groenen, 4, male
17038164,Kalyan, Gayen, 1, UNKNOWN
17038164,KV, Venkatesh, 2, UNKNOWN
17038168,Michael, Hackenberg, 1, male
17038168,Christopher, Previti, 2, male
17038168,Pedro Luis, Luque-Escamilla, 3, male
17038168,Pedro, Carpena, 4, male
17038168,José, Martínez-Aroza, 5, UNKNOWN
17038168,José L, Oliver, 6, UNKNOWN
17038171,Xiyin, Wang, 1, UNKNOWN
17038171,Xiaoli, Shi, 2, UNKNOWN
17038171,Zhe, Li, 3, UNKNOWN
17038171,Qihui, Zhu, 4, UNKNOWN
17038171,Lei, Kong, 5, UNKNOWN
17038171,Wen, Tang, 6, UNKNOWN
17038171,Song, Ge, 7, UNKNOWN
17038171,Jingchu, Luo, 8, UNKNOWN
17038174,Babak, Shahbaba, 1, UNKNOWN
17038174,Radford M, Neal, 2, UNKNOWN
17038176,Jianjun, Hu, 1, UNKNOWN
17038176,Haifeng, Li, 2, UNKNOWN
17038176,Michael S, Waterman, 3, male
17038176,Xianghong Jasmine, Zhou, 4, UNKNOWN
17038181,Stéphane, Descorps-Declère, 1, UNKNOWN
17038181,Danielle, Ziébelin, 2, female
17038181,François, Rechenmann, 3, UNKNOWN
17038181,Alain, Viari, 4, male
17038191,Jian, Huang, 1, UNKNOWN
17038191,Alex, Gutteridge, 2, male
17038191,Wataru, Honda, 3, UNKNOWN
17038191,Minoru, Kanehisa, 4, male
17038193,Min, Wu, 1, UNKNOWN
17038193,Cheng, Thao, 2, UNKNOWN
17038193,Xiangming, Mu, 3, UNKNOWN
17038193,Ethan V, Munson, 4, male
17042935,Alessandro, Coppe, 1, male
17042935,Gian Antonio, Danieli, 2, UNKNOWN
17042935,Stefania, Bortoluzzi, 3, UNKNOWN
17042942,Thomas, Mailund, 1, male
17042942,Søren, Besenbacher, 2, UNKNOWN
17042942,Mikkel H, Schierup, 3, UNKNOWN
17042943,Huzefa, Rangwala, 1, UNKNOWN
17042943,George, Karypis, 2, male
17042958,You Jung, Kim, 1, UNKNOWN
17042958,Jignesh M, Patel, 2, UNKNOWN
17044912,Zhi, Liang, 1, UNKNOWN
17044912,Meng, Xu, 2, UNKNOWN
17044912,Maikun, Teng, 3, UNKNOWN
17044912,Liwen, Niu, 4, UNKNOWN
17044919,Yu, Xue, 1, UNKNOWN
17044919,Hu, Chen, 2, UNKNOWN
17044919,Changjiang, Jin, 3, UNKNOWN
17044919,Zhirong, Sun, 4, UNKNOWN
17044919,Xuebiao, Yao, 5, UNKNOWN
17044936,Carol L Ecale , Zhou, 1, female
17044936,Marisa W, Lam, 2, female
17044936,Jason R, Smith, 3, male
17044936,Adam T, Zemla, 4, male
17044936,Matthew D, Dyer, 5, male
17044936,Thomas A, Kuczmarski, 6, male
17044936,Elizabeth A, Vitalis, 7, female
17044936,Thomas R, Slezak, 8, male
17052359,Degui, Zhi, 1, UNKNOWN
17052359,S Sri, Krishna, 2, UNKNOWN
17052359,Haibo, Cao, 3, UNKNOWN
17052359,Pavel, Pevzner, 4, UNKNOWN
17052359,Adam, Godzik, 5, male
17054788,Chunguang, Liang, 1, UNKNOWN
17054788,Thomas, Dandekar, 2, male
17054794,Aijazuddin, Syed, 1, UNKNOWN
17054794,Chris, Upton, 2, male
17059589,Ji, Wan, 1, UNKNOWN
17059589,Wen, Liu, 2, UNKNOWN
17059589,Qiqi, Xu, 3, UNKNOWN
17059589,Yongliang, Ren, 4, UNKNOWN
17059589,Darren R, Flower, 5, male
17059589,Tongbin, Li, 6, UNKNOWN
17059591,Simon, Katz, 1, male
17059591,Rafael A, Irizarry, 2, male
17059591,Xue, Lin, 3, UNKNOWN
17059591,Mark, Tripputi, 4, male
17059591,Mark W, Porter, 5, male
17059592,Stephan, Weise, 1, male
17059592,Ivo, Grosse, 2, UNKNOWN
17059592,Christian, Klukas, 3, male
17059592,Dirk, Koschützki, 4, male
17059592,Uwe, Scholz, 5, UNKNOWN
17059592,Falk, Schreiber, 6, UNKNOWN
17059592,Björn H, Junker, 7, UNKNOWN
17059594,Charles Richard, Bradshaw, 1, male
17059594,Vineeth, Surendranath, 2, UNKNOWN
17059594,Bianca, Habermann, 3, female
17059595,Sophie, Lemoine, 1, female
17059595,Florence, Combes, 2, female
17059595,Nicolas, Servant, 3, male
17059595,Stéphane, Le Crom, 4, UNKNOWN
17059604,Lakshmi K, Matukumalli, 1, UNKNOWN
17059604,John J, Grefenstette, 2, both
17059604,David L, Hyten, 3, male
17059604,Ik-Young, Choi, 4, UNKNOWN
17059604,Perry B, Cregan, 5, male
17059604,Curtis P, Van Tassell, 6, male
17059609,André, Fujita, 1, UNKNOWN
17059609,João Ricardo, Sato, 2, UNKNOWN
17059609,Leonardo de Oliveira, Rodrigues, 3, male
17059609,Carlos Eduardo, Ferreira, 4, male
17059609,Mari Cleide, Sogayar, 5, female
17062145,Vidar, Beisvag, 1, UNKNOWN
17062145,Frode KR, Jünge, 2, UNKNOWN
17062145,Hallgeir, Bergum, 3, UNKNOWN
17062145,Lars, Jølsum, 4, male
17062145,Stian, Lydersen, 5, UNKNOWN
17062145,Clara-Cecilie, Günther, 6, UNKNOWN
17062145,Heri, Ramampiaro, 7, UNKNOWN
17062145,Mette, Langaas, 8, UNKNOWN
17062145,Arne K, Sandvik, 9, male
17062145,Astrid, Lægreid, 10, female
17062146,Paulo AS, Nuin, 1, male
17062146,Zhouzhi, Wang, 2, UNKNOWN
17062146,Elisabeth RM, Tillier, 3, female
17062155,Ikuo, Uchiyama, 1, UNKNOWN
17062155,Toshio, Higuchi, 2, male
17062155,Ichizo, Kobayashi, 3, UNKNOWN
17064411,Coral, del Val, 1, female
17064411,Vladimir Yurjevich, Kuryshev, 2, UNKNOWN
17064411,Karl-Heinz, Glatting, 3, UNKNOWN
17064411,Peter, Ernst, 4, male
17064411,Agnes, Hotz-Wagenblatt, 5, female
17064411,Annemarie, Poustka, 6, female
17064411,Sandor, Suhai, 7, UNKNOWN
17064411,Stefan, Wiemann, 8, male
17064419,Oleksiy, Kohany, 1, UNKNOWN
17064419,Andrew J, Gentles, 2, male
17064419,Lukasz, Hankus, 3, UNKNOWN
17064419,Jerzy, Jurka, 4, UNKNOWN
17067368,Kim, Kultima, 1, both
17067368,Birger, Scholz, 2, UNKNOWN
17067368,Henrik, Alm, 3, UNKNOWN
17067368,Karl, Sköld, 4, male
17067368,Marcus, Svensson, 5, male
17067368,Alan R, Crossman, 6, male
17067368,Erwan, Bezard, 7, UNKNOWN
17067368,Per E, Andrén, 8, UNKNOWN
17067368,Ingrid, Lönnstedt, 9, female
17067382,Micah, Hamady, 1, male
17067382,M D, Betterton, 2, UNKNOWN
17067382,Rob, Knight, 3, male
17067389,Patrick, Durand, 1, male
17067389,Frédéric, Mahé, 2, UNKNOWN
17067389,Anne-Sophie, Valin, 3, UNKNOWN
17067389,Jacques, Nicolas, 4, male
17069658,Illés J, Farkas, 1, UNKNOWN
17069658,Chuang, Wu, 2, UNKNOWN
17069658,Chakra, Chennubhotla, 3, UNKNOWN
17069658,Ivet, Bahar, 4, UNKNOWN
17069658,Zoltán N, Oltvai, 5, UNKNOWN
17069662,Kosaku, Shinoda, 1, UNKNOWN
17069662,Nozomu, Yachie, 2, UNKNOWN
17069662,Takeshi, Masuda, 3, UNKNOWN
17069662,Naoyuki, Sugiyama, 4, UNKNOWN
17069662,Masahiro, Sugimoto, 5, UNKNOWN
17069662,Tomoyoshi, Soga, 6, UNKNOWN
17069662,Masaru, Tomita, 7, UNKNOWN
17014715,Pierre-Étienne, Jacques, 1, UNKNOWN
17014715,Sébastien, Rodrigue, 2, UNKNOWN
17014715,Luc, Gaudreau, 3, male
17014715,Jean, Goulet, 4, both
17014715,Ryszard, Brzezinski, 5, UNKNOWN
17014720,Maksim V, Plikus, 1, male
17014720,Zina, Zhang, 2, female
17014720,Cheng-Ming, Chuong, 3, UNKNOWN
17076887,Jean-François, Lucier, 1, UNKNOWN
17076887,Lucien Junior, Bergeron, 2, male
17076887,Francis P, Brière, 3, male
17076887,Rodney, Ouellette, 4, male
17076887,Sherif Abou, Elela, 5, UNKNOWN
17076887,Jean-Pierre, Perreault, 6, UNKNOWN
17014735,Jiangning, Song, 1, UNKNOWN
17014735,Kevin, Burrage, 2, male
17018143,Alex, Lewin, 1, male
17018143,Ian C, Grieve, 2, male
17018144,William A, Stokes, 1, male
17018144,Benjamin S, Glick, 2, male
17018148,Peter S, Klosterman, 1, male
17018148,Andrew V, Uzilov, 2, male
17018148,Yuri R, Bendaña, 3, UNKNOWN
17018148,Robert K, Bradley, 4, male
17018148,Sharon, Chao, 5, female
17018148,Carolin, Kosiol, 6, UNKNOWN
17018148,Nick, Goldman, 7, male
17018148,Ian, Holmes, 8, male
17018151,Julian, Mintseris, 1, male
17018151,Michael B, Eisen, 2, male
17018156,Hiraku, Morisawa, 1, UNKNOWN
17018156,Mikako, Hirota, 2, UNKNOWN
17018156,Tosifusa, Toda, 3, UNKNOWN
17022803,Tamás, Arányi, 1, UNKNOWN
17022803,András, Váradi, 2, UNKNOWN
17022803,István, Simon, 3, UNKNOWN
17022803,Gábor E, Tusnády, 4, UNKNOWN
17022808,Prabakaran, Subramani, 1, UNKNOWN
17022808,Rajendra, Sahu, 2, UNKNOWN
17022808,Shekhar, Verma, 3, UNKNOWN
17022809,Todd J, Treangen, 1, male
17022809,Xavier, Messeguer, 2, male
17022824,Srinka, Ghosh, 1, UNKNOWN
17022824,Heather A, Hirsch, 2, female
17022824,Edward, Sekinger, 3, male
17022824,Kevin, Struhl, 4, male
17022824,Thomas R, Gingeras, 5, male
17022825,Isabel K, Darcy, 1, female
17022825,Jeff, Chang, 2, male
17022825,Nathan, Druivenga, 3, male
17022825,Colin, McKinney, 4, male
17022825,Ram K, Medikonduri, 5, UNKNOWN
17022825,Stacy, Mills, 6, both
17022825,Junalyn, Navarra-Madsen, 7, UNKNOWN
17022825,Arun, Ponnusamy, 8, UNKNOWN
17022825,Jesse, Sweet, 9, male
17022825,Travis, Thompson, 10, male
17026747,Olivier, Lespinet, 1, UNKNOWN
17026747,Bernard, Labedan, 2, male
17026775,Denis C, Bauer, 1, male
17026775,Mikael, Bodén, 2, UNKNOWN
17026775,Ricarda, Thier, 3, UNKNOWN
17026775,Elizabeth M, Gillam, 4, female
17029635,Jifeng, Tang, 1, UNKNOWN
17029635,Ben, Vosman, 2, male
17029635,Roeland E, Voorrips, 3, UNKNOWN
17029635,C Gerard, van der Linden, 4, UNKNOWN
17029635,Jack AM, Leunissen, 5, male
16968531,Stephan, Hutter, 1, male
16968531,Albert J, Vilella, 2, male
16968531,Julio, Rozas, 3, male
16970830,Eric D, Scheeff, 1, male
16970830,Philip E, Bourne, 2, male
16978421,Sung-Kyu, Kim, 1, UNKNOWN
16978421,Jin-Wu, Nam, 2, UNKNOWN
16978421,Je-Keun, Rhee, 3, UNKNOWN
16978421,Wha-Jin, Lee, 4, UNKNOWN
16978421,Byoung-Tak, Zhang, 5, UNKNOWN
16978423,Cheong Xin, Chan, 1, UNKNOWN
16978423,Robert G, Beiko, 2, male
16978423,Mark A, Ragan, 3, male
16981993,Angela, Re, 1, female
16981993,Davide, Cora, 2, UNKNOWN
16981993,Alda Maria, Puliti, 3, female
16981993,Michele, Caselle, 4, female
16981993,Isabella, Sbrana, 5, female
16981994,Shigeyuki, Oba, 1, UNKNOWN
16981994,Shin, lshii, 2, UNKNOWN
16984632,GPS, Raghava, 1, UNKNOWN
16984632,Geoffrey J, Barton, 2, male
16984652,Mary E, Dolan, 1, female
16984652,Constance C, Holden, 2, female
16984652,M Kate, Beard, 3, UNKNOWN
16984652,Carol J, Bult, 4, female
16984653,Rui, Jiang, 1, UNKNOWN
16984653,Hua, Yang, 2, UNKNOWN
16984653,Fengzhu, Sun, 3, UNKNOWN
16984653,Ting, Chen, 4, UNKNOWN
16948844,Tim, Hulsen, 1, male
16948844,Jacob, de Vlieg, 2, male
16948844,Peter MA, Groenen, 3, male
16995941,Jussi, Paananen, 1, UNKNOWN
16995941,Markus, Storvik, 2, male
16995941,Garry, Wong, 3, male
17118130,Jonathan D, Wren, 1, male
17118130,Yuriy, Gusev, 2, UNKNOWN
17118130,Andrey, Ptitsyn, 3, UNKNOWN
17118130,Stephen, Winters-Hilt, 4, male
17118131,Andrey A, Ptitsyn, 1, UNKNOWN
17118131,Sanjin, Zvonic, 2, UNKNOWN
17118131,Jeffrey M, Gimble, 3, male
17118132,Robert, Delongchamp, 1, male
17118132,Taewon, Lee, 2, UNKNOWN
17118132,Cruz, Velasco, 3, male
17118133,Yuanyuan, Ding, 1, UNKNOWN
17118133,Dawn, Wilkins, 2, female
17118134,Alexdander, Kel, 1, UNKNOWN
17118134,Nico, Voss, 2, male
17118134,Ruy, Jauregui, 3, UNKNOWN
17118134,Olga, Kel-Margoulis, 4, female
17118134,Edgar, Wingender, 5, male
17118135,Stephen, Winters-Hilt, 1, male
17118136,Raja Tanveer, Iqbal, 1, UNKNOWN
17118136,Matthew, Landry, 2, male
17118136,Stephen, Winters-Hilt, 3, male
17118137,Nan, Mei, 1, female
17118137,Lei, Guo, 2, UNKNOWN
17118137,Lu, Zhang, 3, female
17118137,Leming, Shi, 4, UNKNOWN
17118137,Yongming Andrew, Sun, 5, UNKNOWN
17118137,Chris, Fung, 6, male
17118137,Carrie L, Moland, 7, female
17118137,Stacey L, Dial, 8, female
17118137,James C, Fuscoe, 9, both
17118137,Tao, Chen, 10, UNKNOWN
17118138,Tao, Han, 1, UNKNOWN
17118138,Cathy D, Melvin, 2, female
17118138,Leming, Shi, 3, UNKNOWN
17118138,William S, Branham, 4, male
17118138,Carrie L, Moland, 5, female
17118138,P Scott, Pine, 6, UNKNOWN
17118138,Karol L, Thompson, 7, female
17118138,James C, Fuscoe, 8, both
17118139,Lei, Guo, 1, UNKNOWN
17118139,Hong, Fang, 2, UNKNOWN
17118139,Jim, Collins, 3, male
17118139,Xiao-hui, Fan, 4, UNKNOWN
17118139,Stacey, Dial, 5, female
17118139,Alex, Wong, 6, male
17118139,Kshama, Mehta, 7, UNKNOWN
17118139,Ernice, Blann, 8, UNKNOWN
17118139,Leming, Shi, 9, UNKNOWN
17118139,Weida, Tong, 10, UNKNOWN
17118139,Yvonne P, Dragan, 11, female
17118140,Ronald L, Frank, 1, male
17118140,Ajay, Mane, 2, UNKNOWN
17118140,Fikret, Ercal, 3, UNKNOWN
17118141,Vijayaraj, Nagarajan, 1, UNKNOWN
17118141,Navodit, Kaushik, 2, UNKNOWN
17118141,Beddhu, Murali, 3, UNKNOWN
17118141,Chaoyang, Zhang, 4, UNKNOWN
17118141,Sanyogita, Lakhera, 5, UNKNOWN
17118141,Mohamed O, Elasri, 6, male
17118141,Youping, Deng, 7, UNKNOWN
17118142,Tao, Chen, 1, UNKNOWN
17118142,Lei, Guo, 2, UNKNOWN
17118142,Lu, Zhang, 3, female
17118142,Leming, Shi, 4, UNKNOWN
17118142,Hong, Fang, 5, UNKNOWN
17118142,Yongming, Sun, 6, UNKNOWN
17118142,James C, Fuscoe, 7, both
17118142,Nan, Mei, 8, female
17118143,Stephen, Winters-Hilt, 1, male
17118144,Stephen, Winters-Hilt, 1, male
17118144,Matthew, Landry, 2, male
17118144,Mark, Akeson, 3, male
17118144,Maria, Tanase, 4, female
17118144,Iftekhar, Amin, 5, UNKNOWN
17118144,Amy, Coombs, 6, female
17118144,Eric, Morales, 7, male
17118144,John, Millet, 8, both
17118144,Carl, Baribault, 9, male
17118144,Srikanth, Sendamangalam, 10, UNKNOWN
17118145,Hongmei, Sun, 1, UNKNOWN
17118145,Hong, Fang, 2, UNKNOWN
17118145,Tao, Chen, 3, UNKNOWN
17118145,Roger, Perkins, 4, male
17118145,Weida, Tong, 5, UNKNOWN
17118146,Jonathan D, Wren, 1, male
17118147,Stephen, Winters-Hilt, 1, male
17118147,Anil, Yelundur, 2, UNKNOWN
17118147,Charlie, McChesney, 3, male
17118147,Matthew, Landry, 4, male
17118148,Raja, Loganantharaj, 1, UNKNOWN
17118148,Satish, Cheepala, 2, UNKNOWN
17118148,John, Clifford, 3, both
17118149,Venkata, Thodima, 1, UNKNOWN
17118149,Mehdi, Pirooznia, 2, UNKNOWN
17118149,Youping, Deng, 3, UNKNOWN
17118150,Laila A, Nahum, 1, female
17118150,Matthew T, Reynolds, 2, male
17118150,Zhengyuan O, Wang, 3, UNKNOWN
17118150,Jeremiah J, Faith, 4, male
17118150,Rahul, Jonna, 5, male
17118150,Zhi J, Jiang, 6, UNKNOWN
17118150,Thomas J, Meyer, 7, male
17118150,David D, Pollock, 8, male
17118151,Tomasz G, Smolinski, 1, UNKNOWN
17118151,Roger, Buchanan, 2, male
17118151,Grzegorz M, Boratyn, 3, UNKNOWN
17118151,Mariofanna, Milanova, 4, UNKNOWN
17118151,Astrid A, Prinz, 5, female
17118152,Tao, Han, 1, UNKNOWN
17118152,Jianyong, Wang, 2, UNKNOWN
17118152,Weida, Tong, 3, UNKNOWN
17118152,Martha M, Moore, 4, female
17118152,James C, Fuscoe, 5, both
17118152,Tao, Chen, 6, UNKNOWN
17002805,Thomas, Down, 1, male
17002805,Bernard, Leong, 2, male
17002805,Tim JP, Hubbard, 3, male
17005048,Evan S, Snitkin, 1, male
17005048,Adam M, Gustafson, 2, male
17005048,Joseph, Mellor, 3, male
17005048,Jie, Wu, 4, UNKNOWN
17005048,Charles, DeLisi, 5, male
17010188,Wei-Sheng, Wu, 1, UNKNOWN
17010188,Wen-Hsiung, Li, 2, UNKNOWN
17010188,Bor-Sen, Chen, 3, UNKNOWN
17010189,Florent, Baty, 1, UNKNOWN
17010189,Michaël, Facompré, 2, UNKNOWN
17010189,Jan, Wiegand, 3, male
17010189,Joseph, Schwager, 4, male
17010189,Martin H, Brutsche, 5, male
16948864,Hiro, Takahashi, 1, UNKNOWN
16948864,Takeshi, Nemoto, 2, UNKNOWN
16948864,Teruhiko, Yoshida, 3, UNKNOWN
16948864,Hiroyuki, Honda, 4, UNKNOWN
16948864,Tadashi, Hasegawa, 5, UNKNOWN
16952317,Robin D, Dowell, 1, both
16952317,Sean R, Eddy, 2, male
16952323,Akira R, Kinjo, 1, female
16952323,Ken, Nishikawa, 2, male
16953874,Davide, Baú, 1, UNKNOWN
16953874,Alberto JM, Martin, 2, male
16953874,Catherine, Mooney, 3, female
16953874,Alessandro, Vullo, 4, male
16953874,Ian, Walsh, 5, male
16953874,Gianluca, Pollastri, 6, UNKNOWN
16953879,Mark K, Titulaer, 1, male
16953879,Ivar, Siccama, 2, UNKNOWN
16953879,Lennard J, Dekker, 3, UNKNOWN
16953879,Angelique LCT, van Rijswijk, 4, female
16953879,Ron MA, Heeren, 5, male
16953879,Peter A, Sillevis Smitt, 6, male
16953879,Theo M, Luider, 7, male
16956394,Wenjie, Shu, 1, UNKNOWN
16956394,Xiaochen, Bo, 2, UNKNOWN
16956394,Rujia, Liu, 3, UNKNOWN
16956394,Dongsheng, Zhao, 4, UNKNOWN
16956394,Zhiqiang, Zheng, 5, UNKNOWN
16956394,Shengqi, Wang, 6, UNKNOWN
16956412,Chris J, Needham, 1, male
16956412,James R, Bradford, 2, both
16956412,Andrew J, Bulpitt, 3, male
16956412,Matthew A, Care, 4, male
16956412,David R, Westhead, 5, male
16956416,James, Thompson, 1, both
16956416,Shuba, Gopal, 2, UNKNOWN
16959042,Stuart G, Baker, 1, male
16959042,Barnett S, Kramer, 2, male
16961919,Kannan, Tharakaraman, 1, UNKNOWN
16961919,Leonardo, Mariño-Ramírez, 2, male
16961919,Sergey L, Sheetlin, 3, UNKNOWN
16961919,David, Landsman, 4, male
16961919,John L, Spouge, 5, both
17425803,Maria S, Poptsova, 1, female
17425803,J Peter, Gogarten, 2, UNKNOWN
17425808,Wei-chung, Liu, 1, UNKNOWN
17425808,Wen-hsien, Lin, 2, UNKNOWN
17425808,Andrew J, Davis, 3, male
17425808,Ferenc, Jordán, 4, UNKNOWN
17425808,Hsih-te, Yang, 5, UNKNOWN
17425808,Ming-jing, Hwang, 6, UNKNOWN
17428323,Daniel P, Depledge, 1, male
17428323,Ryan PJ, Lower, 2, male
17428323,Deborah F, Smith, 3, female
17428344,Nathan C, Rockwell, 1, male
17428344,J Clark, Lagarias, 2, UNKNOWN
17439644,Samuel OM, Manda, 1, male
17439644,Rebecca E, Walls, 2, female
17439644,Mark S, Gilthorpe, 3, male
17442102,Sébastien, Leclercq, 1, UNKNOWN
17442102,Eric, Rivals, 2, male
17442102,Philippe, Jarne, 3, UNKNOWN
17442109,Alexander L, Chernorudskiy, 1, male
17442109,Alejandro, Garcia, 2, male
17442109,Eugene V, Eremin, 3, male
17442109,Anastasia S, Shorina, 4, female
17442109,Ekaterina V, Kondratieva, 5, UNKNOWN
17442109,Murat R, Gainullin, 6, UNKNOWN
17442113,Michael C, Wendl, 1, male
17442117,Chulyun, Kim, 1, UNKNOWN
17442117,Sangkyum, Kim, 2, UNKNOWN
17442117,Russell, Dorer, 3, male
17442117,Dan, Xie, 4, male
17442117,Jiawei, Han, 5, UNKNOWN
17442117,Sheng, Zhong, 6, UNKNOWN
17445272,Xianfeng, Chen, 1, UNKNOWN
17445272,Thomas W, Laudeman, 2, male
17445272,Paul J, Rushton, 3, male
17445272,Thomas A, Spraggins, 4, male
17445272,Michael P, Timko, 5, male
17445273,Arif Ozgun, Harmanci, 1, UNKNOWN
17445273,Gaurav, Sharma, 2, UNKNOWN
17445273,David H, Mathews, 3, male
17445280,Yann, Karlen, 1, UNKNOWN
17445280,Alan, McNair, 2, male
17445280,Sébastien, Perseguers, 3, UNKNOWN
17445280,Christian, Mazza, 4, male
17445280,Nicolas, Mermod, 5, male
17448222,Rudi, Alberts, 1, UNKNOWN
17448222,Peter, Terpstra, 2, male
17448222,Menno, Hardonk, 3, UNKNOWN
17448222,Leonid V, Bystrykh, 4, UNKNOWN
17448222,Gerald, de Haan, 5, male
17448222,Rainer, Breitling, 6, UNKNOWN
17448222,Jan-Peter, Nap, 7, UNKNOWN
17448222,Ritsert C, Jansen, 8, UNKNOWN
17448237,Hua, Xu, 1, UNKNOWN
17448237,Michael A, Freitas, 2, male
17448242,Stefan, Schulz, 1, male
17448242,Kornél, Markó, 2, UNKNOWN
17448242,Udo, Hahn, 3, UNKNOWN
17451607,Iain M, Wallace, 1, UNKNOWN
17451607,Desmond G, Higgins, 2, male
17451609,Alena, Shmygelska, 1, female
17451609,Holger H, Hoos, 2, UNKNOWN
17451610,Alan Wee-Chung, Liew, 1, male
17451610,Jun, Xian, 2, UNKNOWN
17451610,Shuanhu, Wu, 3, UNKNOWN
17451610,David, Smith, 4, male
17451610,Hong, Yan, 5, UNKNOWN
17456238,Enrique, Blanco, 1, male
17456238,Roderic, Guigó, 2, male
17456238,Xavier, Messeguer, 3, male
17462086,Matthew, DeJongh, 1, male
17462086,Kevin, Formsma, 2, male
17462086,Paul, Boillot, 3, male
17462086,John, Gould, 4, both
17462086,Matthew, Rycenga, 5, male
17462086,Aaron, Best, 6, male
17407573,Jianlin, Cheng, 1, UNKNOWN
17407573,Pierre, Baldi, 2, male
17470273,Charles J, Colbourn, 1, male
17470273,Sudhir, Kumar, 2, UNKNOWN
17470296,Benoît H, Dessailly, 1, UNKNOWN
17470296,Marc F, Lensink, 2, male
17470296,Shoshana J, Wodak, 3, UNKNOWN
17407596,Fátima, Al-Shahrour, 1, UNKNOWN
